respondent_id,question,answer
R_086,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Very responsible
R_086,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,
R_086,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",disagree
R_086,A lot of important information is deliberately concealed from the public out of self-interest.,agree
R_086,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,neutral
R_086,The government uses innocent people as patsies to hide its involvement in criminal activity.,neutral
R_086,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,disagree
R_086,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",neutral
R_086,New and advanced technology which would harm current industry is being suppressed.,neutral
R_086,The power held by heads of state is second to that of small unknown groups who really control world politics.,neutral
R_086,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",disagree
R_086,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,disagree
R_086,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",neutral
R_086,"A small, secret group of people is responsible for making all major decisions, such as going to war.",neutral
R_086,Technology with mind-control capacities is used on people without their knowledge.,disagree
R_086,Evidence of alien contact is being concealed from the public.,disagree
R_086,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",disagree
R_086,I see myself as someone who is reserved.,neutral
R_086,I see myself as someone who is generally trusting.,neutral
R_086,I see myself as someone who tends to be lazy.,agree_a_little
R_086,"I see myself as someone who is relaxed, handles stress well.",disagree_a_little
R_086,I see myself as someone who has few artistic interests.,agree_strongly
R_086,"I see myself as someone who is outgoing, sociable.",disagree_a_little
R_086,I see myself as someone who tends to find fault with others.,neutral
R_086,I see myself as someone who does a thorough job.,neutral
R_086,I see myself as someone who gets nervous easily.,agree_a_little
R_086,I see myself as someone who has an active imagination.,neutral
R_086,Question 93,
R_086,Question 94,
R_086,Question 95,
R_086,Question 96,
R_086,Question 97,
R_087,UserID,681dda15cf89d33955cf72ba
R_087,Gender,Female
R_087,Region of Birth,Europe
R_087,Region of Residence,Europe
R_087,How long ago did you move to your current country of residence?,>10 years
R_087,Do you have children?,No
R_087,Education Level (Highest achieved or currently pursuing),Undergraduate Degree
R_087,Job Status,Unemployed
R_087,Job Role,
R_087,Job Level,
R_087,Topic(s) of interest,Culture Geography
R_087,Social Media Usage,1-3 hours/day
R_087,How concerned are you that policies to address global warming will increase your cost of living?,Somewhat concerned
R_087,How important is it to you that this country leads the world in new technologies and innovation?,
R_087,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Somewhat agree
R_087,"On social and political issues, where would you place yourself?",
R_087,An ideal society requires some groups to be on top and others to be on the bottom.,Strongly oppose
R_087,Do you feel optimistic or pessimistic about the future?,Somewhat pessimistic
R_087,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Remain the same
R_087,Do you think that global warming is happening?,Yes
R_087,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_087,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_087,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Somewhat agree
R_087,"In your opinion, when will global warming start to harm people in your country?",They are being harmed right now
R_087,How much do you think global warming will harm plants and animal species?,A great deal
R_087,How much do you think global warming will harm future generations of people?,A great deal
R_087,How much do you think global warming will harm people in developing countries?,A great deal
R_087,How much do you think global warming will harm people in your country?,A great deal
R_087,How much do you think global warming will harm you personally?,A moderate amount
R_087,When do you think global warming will start to harm people in your country?,They are being harmed right now
R_087,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat agree
R_087,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_087,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Strongly support
R_087,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Somewhat support
R_087,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_087,Drill for oil in natural areas or reserves.,Somewhat oppose
R_087,Expand offshore drilling for oil and natural gas off your country's coast.,Somewhat oppose
R_087,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Much more
R_087,The President.,Much more
R_087,Congress.,Much more
R_087,Your Governor.,Much more
R_087,Your local officials.,More
R_087,Citizens themselves.,More
R_087,Should global warming be a priority for the next president and Congress?,High
R_087,Should developing sources of clean energy be a priority?,High
R_087,Generate renewable energy (solar and wind) on public land in your country.,Somewhat agree
R_087,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_087,How often do you discuss global warming with your friends and family?,Occasionally
R_087,How often do you hear about global warming in the media?,At least once a month
R_087,How severe would you rate the personal effects of global warming that you have experienced?,Moderately severe
R_087,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably yes
R_087,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Moderately responsible
R_087,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,
R_087,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",neutral
R_087,A lot of important information is deliberately concealed from the public out of self-interest.,agree
R_087,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,neutral
R_087,The government uses innocent people as patsies to hide its involvement in criminal activity.,disagree
R_087,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,disagree
R_087,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",disagree
R_087,New and advanced technology which would harm current industry is being suppressed.,agree
R_087,The power held by heads of state is second to that of small unknown groups who really control world politics.,neutral
R_087,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",disagree
R_087,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,disagree
R_087,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",neutral
R_087,"A small, secret group of people is responsible for making all major decisions, such as going to war.",neutral
R_087,Technology with mind-control capacities is used on people without their knowledge.,neutral
R_087,Evidence of alien contact is being concealed from the public.,disagree
R_087,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",disagree
R_087,I see myself as someone who is reserved.,agree_strongly
R_087,I see myself as someone who is generally trusting.,agree_a_little
R_087,I see myself as someone who tends to be lazy.,agree_a_little
R_087,"I see myself as someone who is relaxed, handles stress well.",disagree_a_little
R_087,I see myself as someone who has few artistic interests.,neutral
R_087,"I see myself as someone who is outgoing, sociable.",disagree_a_little
R_087,I see myself as someone who tends to find fault with others.,neutral
R_087,I see myself as someone who does a thorough job.,agree_a_little
R_087,I see myself as someone who gets nervous easily.,disagree_a_little
R_087,I see myself as someone who has an active imagination.,disagree_a_little
R_087,Question 93,
R_087,Question 94,
R_087,Question 95,
R_087,Question 96,
R_087,Question 97,
R_088,UserID,681ddc4dcf89d33955cf74a7
R_088,Gender,Female
R_088,Region of Birth,Europe
R_088,Region of Residence,Europe
R_088,How long ago did you move to your current country of residence?,>10 years
R_088,Do you have children?,No
R_088,Education Level (Highest achieved or currently pursuing),Postgraduate Degree
R_088,Job Status,Unemployed
R_088,Job Role,
R_088,Job Level,
R_088,Topic(s) of interest,HealthNutrition Culture
R_088,Social Media Usage,3-5 hours/day
R_088,How concerned are you that policies to address global warming will increase your cost of living?,Somewhat concerned
R_088,How important is it to you that this country leads the world in new technologies and innovation?,
R_088,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Somewhat agree
R_088,"On social and political issues, where would you place yourself?",
R_088,An ideal society requires some groups to be on top and others to be on the bottom.,Strongly oppose
R_088,Do you feel optimistic or pessimistic about the future?,Neither optimistic nor pessimistic
R_088,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Reduced
R_088,Do you think that global warming is happening?,Yes
R_088,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_088,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_088,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Strongly agree
R_088,"In your opinion, when will global warming start to harm people in your country?",They are being harmed right now
R_088,How much do you think global warming will harm plants and animal species?,A great deal
R_088,How much do you think global warming will harm future generations of people?,A great deal
R_088,How much do you think global warming will harm people in developing countries?,A great deal
R_088,How much do you think global warming will harm people in your country?,A great deal
R_088,How much do you think global warming will harm you personally?,A great deal
R_088,When do you think global warming will start to harm people in your country?,They are being harmed right now
R_088,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat agree
R_088,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_088,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Strongly support
R_088,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_088,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_088,Drill for oil in natural areas or reserves.,Strongly oppose
R_088,Expand offshore drilling for oil and natural gas off your country's coast.,Somewhat oppose
R_088,Do you think the following should be doing more or less to address global warming? Corporations and industry.,More
R_088,The President.,Much more
R_088,Congress.,More
R_088,Your Governor.,More
R_088,Your local officials.,Much more
R_088,Citizens themselves.,Much more
R_088,Should global warming be a priority for the next president and Congress?,Very high
R_088,Should developing sources of clean energy be a priority?,Very high
R_088,Generate renewable energy (solar and wind) on public land in your country.,Somewhat agree
R_088,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_088,How often do you discuss global warming with your friends and family?,Occasionally
R_088,How often do you hear about global warming in the media?,At least once a month
R_088,How severe would you rate the personal effects of global warming that you have experienced?,Moderately severe
R_088,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Dont know
R_088,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Slightly responsible
R_088,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,
R_088,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",agree
R_088,A lot of important information is deliberately concealed from the public out of self-interest.,strongly_agree
R_088,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,neutral
R_088,The government uses innocent people as patsies to hide its involvement in criminal activity.,agree
R_088,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,strongly_agree
R_088,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",agree
R_088,New and advanced technology which would harm current industry is being suppressed.,disagree
R_088,The power held by heads of state is second to that of small unknown groups who really control world politics.,disagree
R_088,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",strongly_disagree
R_088,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,disagree
R_088,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",agree
R_088,"A small, secret group of people is responsible for making all major decisions, such as going to war.",neutral
R_088,Technology with mind-control capacities is used on people without their knowledge.,disagree
R_088,Evidence of alien contact is being concealed from the public.,neutral
R_088,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",agree
R_088,I see myself as someone who is reserved.,agree_a_little
R_088,I see myself as someone who is generally trusting.,agree_a_little
R_088,I see myself as someone who tends to be lazy.,disagree_a_little
R_088,"I see myself as someone who is relaxed, handles stress well.",neutral
R_088,I see myself as someone who has few artistic interests.,neutral
R_088,"I see myself as someone who is outgoing, sociable.",agree_a_little
R_088,I see myself as someone who tends to find fault with others.,disagree_a_little
R_088,I see myself as someone who does a thorough job.,neutral
R_088,I see myself as someone who gets nervous easily.,agree_strongly
R_088,I see myself as someone who has an active imagination.,agree_a_little
R_088,Question 93,
R_088,Question 94,
R_088,Question 95,
R_088,Question 96,
R_088,Question 97,
R_089,UserID,681ddcf3cf89d33955cf74a9
R_089,Gender,Female
R_089,Region of Birth,Europe
R_089,Region of Residence,Europe
R_089,How long ago did you move to your current country of residence?,>10 years
R_089,Do you have children?,No
R_089,Education Level (Highest achieved or currently pursuing),Postgraduate Degree
R_089,Job Status,Unemployed
R_089,Job Role,
R_089,Job Level,
R_089,Topic(s) of interest,HealthNutrition Politics History Culture Geography
R_089,Social Media Usage,1-3 hours/day
R_089,How concerned are you that policies to address global warming will increase your cost of living?,Not very concerned
R_089,How important is it to you that this country leads the world in new technologies and innovation?,
R_089,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Somewhat agree
R_089,"On social and political issues, where would you place yourself?",
R_089,An ideal society requires some groups to be on top and others to be on the bottom.,Neutral
R_089,Do you feel optimistic or pessimistic about the future?,Somewhat pessimistic
R_089,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Remain the same
R_089,Do you think that global warming is happening?,Yes
R_089,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_089,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_089,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Somewhat agree
R_089,"In your opinion, when will global warming start to harm people in your country?",They are being harmed right now
R_089,How much do you think global warming will harm plants and animal species?,A great deal
R_089,How much do you think global warming will harm future generations of people?,A great deal
R_089,How much do you think global warming will harm people in developing countries?,A great deal
R_089,How much do you think global warming will harm people in your country?,A moderate amount
R_089,How much do you think global warming will harm you personally?,A moderate amount
R_089,When do you think global warming will start to harm people in your country?,They are being harmed right now
R_089,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat disagree
R_089,"Fund more research into renewable energy sources, such as solar and wind power.",Somewhat support
R_089,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Somewhat support
R_089,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_089,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_089,Drill for oil in natural areas or reserves.,Strongly oppose
R_089,Expand offshore drilling for oil and natural gas off your country's coast.,Strongly oppose
R_089,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Much more
R_089,The President.,Much more
R_089,Congress.,Much more
R_089,Your Governor.,Much more
R_089,Your local officials.,More
R_089,Citizens themselves.,More
R_089,Should global warming be a priority for the next president and Congress?,Very high
R_089,Should developing sources of clean energy be a priority?,Very high
R_089,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_089,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_089,How often do you discuss global warming with your friends and family?,Rarely
R_089,How often do you hear about global warming in the media?,Several times a year
R_089,How severe would you rate the personal effects of global warming that you have experienced?,Moderately severe
R_089,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably not
R_089,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Slightly responsible
R_089,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,
R_089,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",neutral
R_089,A lot of important information is deliberately concealed from the public out of self-interest.,strongly_agree
R_089,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,agree
R_089,The government uses innocent people as patsies to hide its involvement in criminal activity.,agree
R_089,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,agree
R_089,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",disagree
R_089,New and advanced technology which would harm current industry is being suppressed.,strongly_agree
R_089,The power held by heads of state is second to that of small unknown groups who really control world politics.,agree
R_089,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",strongly_disagree
R_089,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,strongly_disagree
R_089,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",neutral
R_089,"A small, secret group of people is responsible for making all major decisions, such as going to war.",disagree
R_089,Technology with mind-control capacities is used on people without their knowledge.,strongly_disagree
R_089,Evidence of alien contact is being concealed from the public.,disagree
R_089,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",agree
R_089,I see myself as someone who is reserved.,agree_strongly
R_089,I see myself as someone who is generally trusting.,agree_a_little
R_089,I see myself as someone who tends to be lazy.,disagree_strongly
R_089,"I see myself as someone who is relaxed, handles stress well.",agree_a_little
R_089,I see myself as someone who has few artistic interests.,agree_a_little
R_089,"I see myself as someone who is outgoing, sociable.",agree_strongly
R_089,I see myself as someone who tends to find fault with others.,disagree_strongly
R_089,I see myself as someone who does a thorough job.,agree_strongly
R_089,I see myself as someone who gets nervous easily.,agree_a_little
R_089,I see myself as someone who has an active imagination.,agree_a_little
R_089,Question 93,
R_089,Question 94,
R_089,Question 95,
R_089,Question 96,
R_089,Question 97,
R_090,UserID,681ddf85cf89d33955cf756d
R_090,Gender,Male
R_090,Region of Birth,Europe
R_090,Region of Residence,Europe
R_090,How long ago did you move to your current country of residence?,>10 years
R_090,Do you have children?,No
R_090,Education Level (Highest achieved or currently pursuing),Postgraduate Degree
R_090,Job Status,Unemployed
R_090,Job Role,
R_090,Job Level,
R_090,Topic(s) of interest,Politics History Culture Economics Geography HealthNutrition
R_090,Social Media Usage,1-3 hours/day
R_090,How concerned are you that policies to address global warming will increase your cost of living?,Somewhat concerned
R_090,How important is it to you that this country leads the world in new technologies and innovation?,
R_090,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Somewhat disagree
R_090,"On social and political issues, where would you place yourself?",
R_090,An ideal society requires some groups to be on top and others to be on the bottom.,Somewhat favor
R_090,Do you feel optimistic or pessimistic about the future?,Somewhat optimistic
R_090,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Remain the same
R_090,Do you think that global warming is happening?,Yes
R_090,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_090,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_090,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Strongly agree
R_090,"In your opinion, when will global warming start to harm people in your country?",In 10 years
R_090,How much do you think global warming will harm plants and animal species?,A great deal
R_090,How much do you think global warming will harm future generations of people?,A great deal
R_090,How much do you think global warming will harm people in developing countries?,A great deal
R_090,How much do you think global warming will harm people in your country?,Only a little
R_090,How much do you think global warming will harm you personally?,A great deal
R_090,When do you think global warming will start to harm people in your country?,In 10 years
R_090,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat agree
R_090,"Fund more research into renewable energy sources, such as solar and wind power.",Somewhat oppose
R_090,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Somewhat support
R_090,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Somewhat support
R_090,Set strict CO2 emission limits on coal-fired power plants.,Somewhat oppose
R_090,Drill for oil in natural areas or reserves.,Somewhat support
R_090,Expand offshore drilling for oil and natural gas off your country's coast.,Strongly support
R_090,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Currently doing the right amount
R_090,The President.,More
R_090,Congress.,More
R_090,Your Governor.,Currently doing the right amount
R_090,Your local officials.,More
R_090,Citizens themselves.,Currently doing the right amount
R_090,Should global warming be a priority for the next president and Congress?,High
R_090,Should developing sources of clean energy be a priority?,Medium
R_090,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_090,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Somewhat agree
R_090,How often do you discuss global warming with your friends and family?,Occasionally
R_090,How often do you hear about global warming in the media?,Several times a year
R_090,How severe would you rate the personal effects of global warming that you have experienced?,Slightly severe
R_090,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably yes
R_090,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Slightly responsible
R_090,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,
R_090,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",strongly_agree
R_090,A lot of important information is deliberately concealed from the public out of self-interest.,neutral
R_090,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,strongly_agree
R_090,The government uses innocent people as patsies to hide its involvement in criminal activity.,neutral
R_090,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,agree
R_090,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",agree
R_090,New and advanced technology which would harm current industry is being suppressed.,agree
R_090,The power held by heads of state is second to that of small unknown groups who really control world politics.,agree
R_090,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",agree
R_090,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,agree
R_090,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",strongly_agree
R_090,"A small, secret group of people is responsible for making all major decisions, such as going to war.",neutral
R_090,Technology with mind-control capacities is used on people without their knowledge.,agree
R_090,Evidence of alien contact is being concealed from the public.,neutral
R_090,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",agree
R_090,I see myself as someone who is reserved.,disagree_a_little
R_090,I see myself as someone who is generally trusting.,disagree_a_little
R_090,I see myself as someone who tends to be lazy.,disagree_strongly
R_090,"I see myself as someone who is relaxed, handles stress well.",disagree_a_little
R_090,I see myself as someone who has few artistic interests.,disagree_strongly
R_090,"I see myself as someone who is outgoing, sociable.",neutral
R_090,I see myself as someone who tends to find fault with others.,disagree_a_little
R_090,I see myself as someone who does a thorough job.,disagree_strongly
R_090,I see myself as someone who gets nervous easily.,disagree_a_little
R_090,I see myself as someone who has an active imagination.,disagree_a_little
R_090,Question 93,
R_090,Question 94,
R_090,Question 95,
R_090,Question 96,
R_090,Question 97,
R_091,UserID,681df175406ff7866bf473ac
R_091,Gender,Female
R_091,Region of Birth,Asia
R_091,Region of Residence,Europe
R_091,How long ago did you move to your current country of residence?,<5 years
R_091,Do you have children?,No
R_091,Education Level (Highest achieved or currently pursuing),Postgraduate Degree
R_091,Job Status,Unemployed
R_091,Job Role,
R_091,Job Level,
R_091,Topic(s) of interest,Geography Culture
R_091,Social Media Usage,3-5 hours/day
R_091,How concerned are you that policies to address global warming will increase your cost of living?,Not at all concerned
R_091,How important is it to you that this country leads the world in new technologies and innovation?,
R_091,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Strongly agree
R_091,"On social and political issues, where would you place yourself?",
R_091,An ideal society requires some groups to be on top and others to be on the bottom.,Somewhat oppose
R_091,Do you feel optimistic or pessimistic about the future?,Very optimistic
R_091,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Remain the same
R_091,Do you think that global warming is happening?,Yes
R_091,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_091,Which comes closest to your own view about what most scientists think?,Dont know enough to say
R_091,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Somewhat agree
R_091,"In your opinion, when will global warming start to harm people in your country?",They are being harmed right now
R_091,How much do you think global warming will harm plants and animal species?,A moderate amount
R_091,How much do you think global warming will harm future generations of people?,A great deal
R_091,How much do you think global warming will harm people in developing countries?,A great deal
R_091,How much do you think global warming will harm people in your country?,A moderate amount
R_091,How much do you think global warming will harm you personally?,Only a little
R_091,When do you think global warming will start to harm people in your country?,They are being harmed right now
R_091,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Strongly disagree
R_091,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_091,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Strongly support
R_091,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Somewhat support
R_091,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_091,Drill for oil in natural areas or reserves.,Strongly oppose
R_091,Expand offshore drilling for oil and natural gas off your country's coast.,Strongly oppose
R_091,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Much more
R_091,The President.,Much more
R_091,Congress.,Much more
R_091,Your Governor.,Much more
R_091,Your local officials.,Much more
R_091,Citizens themselves.,Much more
R_091,Should global warming be a priority for the next president and Congress?,Very high
R_091,Should developing sources of clean energy be a priority?,Very high
R_091,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_091,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_091,How often do you discuss global warming with your friends and family?,Never
R_091,How often do you hear about global warming in the media?,Once a year or less often
R_091,How severe would you rate the personal effects of global warming that you have experienced?,Moderately severe
R_091,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Definitely not
R_091,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Moderately responsible
R_091,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,
R_091,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",neutral
R_091,A lot of important information is deliberately concealed from the public out of self-interest.,strongly_agree
R_091,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,agree
R_091,The government uses innocent people as patsies to hide its involvement in criminal activity.,strongly_agree
R_091,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,neutral
R_091,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",neutral
R_091,New and advanced technology which would harm current industry is being suppressed.,neutral
R_091,The power held by heads of state is second to that of small unknown groups who really control world politics.,disagree
R_091,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",strongly_agree
R_091,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,strongly_agree
R_091,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",agree
R_091,"A small, secret group of people is responsible for making all major decisions, such as going to war.",neutral
R_091,Technology with mind-control capacities is used on people without their knowledge.,disagree
R_091,Evidence of alien contact is being concealed from the public.,strongly_agree
R_091,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",neutral
R_091,I see myself as someone who is reserved.,agree_strongly
R_091,I see myself as someone who is generally trusting.,agree_a_little
R_091,I see myself as someone who tends to be lazy.,neutral
R_091,"I see myself as someone who is relaxed, handles stress well.",disagree_a_little
R_091,I see myself as someone who has few artistic interests.,neutral
R_091,"I see myself as someone who is outgoing, sociable.",neutral
R_091,I see myself as someone who tends to find fault with others.,disagree_strongly
R_091,I see myself as someone who does a thorough job.,agree_a_little
R_091,I see myself as someone who gets nervous easily.,disagree_strongly
R_091,I see myself as someone who has an active imagination.,agree_strongly
R_091,Question 93,
R_091,Question 94,
R_091,Question 95,
R_091,Question 96,
R_091,Question 97,
R_092,UserID,681df296406ff7866bf473b0
R_092,Gender,Female
R_092,Region of Birth,Asia
R_092,Region of Residence,Europe
R_092,How long ago did you move to your current country of residence?,<5 years
R_092,Do you have children?,No
R_092,Education Level (Highest achieved or currently pursuing),Postgraduate Degree
R_092,Job Status,Unemployed
R_092,Job Role,
R_092,Job Level,
R_092,Topic(s) of interest,Politics History Culture Geography
R_092,Social Media Usage,5+ hours/day
R_092,How concerned are you that policies to address global warming will increase your cost of living?,Not very concerned
R_092,How important is it to you that this country leads the world in new technologies and innovation?,
R_092,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Strongly agree
R_092,"On social and political issues, where would you place yourself?",
R_092,An ideal society requires some groups to be on top and others to be on the bottom.,Somewhat oppose
R_092,Do you feel optimistic or pessimistic about the future?,Somewhat optimistic
R_092,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Reduced
R_092,Do you think that global warming is happening?,Yes
R_092,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_092,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_092,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Strongly agree
R_092,"In your opinion, when will global warming start to harm people in your country?",They are being harmed right now
R_092,How much do you think global warming will harm plants and animal species?,A great deal
R_092,How much do you think global warming will harm future generations of people?,A great deal
R_092,How much do you think global warming will harm people in developing countries?,A great deal
R_092,How much do you think global warming will harm people in your country?,A great deal
R_092,How much do you think global warming will harm you personally?,A moderate amount
R_092,When do you think global warming will start to harm people in your country?,They are being harmed right now
R_092,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat agree
R_092,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_092,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Strongly support
